iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
2490,40812544,2.4444,,,0.000291,119800,4.39,0.0000,,,,,
2500,40960000,2.4431,2.4566,11.66,0.000291,,4.39,,,,,,
2500,40976384,2.4011,,,0.000291,1307,3.96,0.0000,,,,,
2500,40976384,,,,,,,,0.1820,1.28788,1.02257,3.0218,
2510,41140224,2.4624,,,0.000291,117705,3.89,0.0000,,,,,
2520,41304064,2.4958,,,0.000291,114813,3.82,0.0000,,,,,
2530,41467904,2.4251,,,0.000291,115189,3.76,0.0000,,,,,
2540,41631744,2.4316,,,0.000291,117762,3.71,0.0000,,,,,
2550,41795584,2.4444,,,0.000291,114885,3.66,0.0000,,,,,
2560,41959424,2.3723,,,0.000291,115268,3.61,0.0000,,,,,
2570,42123264,2.3983,,,0.000291,117981,3.58,0.0000,,,,,
2580,42287104,2.5104,,,0.000290,119490,3.55,0.0000,,,,,
2590,42450944,2.3117,,,0.000290,178268,3.69,0.0000,,,,,
2600,42614784,2.3637,,,0.000290,178743,3.82,0.0000,,,,,
2610,42778624,2.4749,,,0.000290,174501,3.92,0.0000,,,,,
2620,42942464,2.4114,,,0.000290,174636,4.01,0.0000,,,,,
2630,43106304,2.4099,,,0.000290,174819,4.10,0.0000,,,,,
2640,43270144,2.5000,,,0.000290,174391,4.17,0.0000,,,,,
2650,43433984,2.3803,,,0.000290,174282,4.24,0.0000,,,,,
2660,43597824,2.3444,,,0.000290,184516,4.33,0.0000,,,,,
2670,43761664,2.4875,,,0.000290,187242,4.41,0.0000,,,,,
2680,43925504,2.4440,,,0.000290,184256,4.49,0.0000,,,,,
2690,44089344,2.3923,,,0.000290,210715,4.62,0.0000,,,,,
2700,44253184,2.4757,,,0.000290,174846,4.65,0.0000,,,,,
2710,44417024,2.4042,,,0.000289,174165,4.66,0.0000,,,,,
2720,44580864,2.4066,,,0.000289,174821,4.68,0.0000,,,,,
2730,44744704,2.3802,,,0.000289,174676,4.70,0.0000,,,,,
2740,44908544,2.4178,,,0.000289,174323,4.71,0.0000,,,,,
2750,45072384,2.3968,,,0.000289,178413,4.74,0.0000,,,,,
2760,45236224,2.2759,,,0.000289,178802,4.76,0.0000,,,,,
2770,45400064,2.3731,,,0.000289,174901,4.77,0.0000,,,,,
2780,45563904,2.3126,,,0.000289,175087,4.78,0.0000,,,,,
2790,45727744,2.3249,,,0.000289,174652,4.79,0.0000,,,,,
2800,45891584,2.3532,,,0.000289,174891,4.79,0.0000,,,,,
2810,46055424,2.4067,,,0.000289,174664,4.80,0.0000,,,,,
2820,46219264,2.4058,,,0.000289,174702,4.80,0.0000,,,,,
2830,46383104,2.3112,,,0.000288,174672,4.81,0.0000,,,,,
2840,46546944,2.3360,,,0.000288,174696,4.81,0.0000,,,,,
2850,46710784,2.4162,,,0.000288,173045,4.81,0.0000,,,,,
2860,46874624,2.3665,,,0.000288,118250,4.66,0.0000,,,,,
2870,47038464,2.4545,,,0.000288,120011,4.53,0.0000,,,,,
2880,47202304,2.3434,,,0.000288,117661,4.40,0.0000,,,,,
2890,47366144,2.3493,,,0.000288,114909,4.28,0.0000,,,,,
2900,47529984,2.2994,,,0.000288,115412,4.17,0.0000,,,,,
