iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
3300,216334336,3.9022,,,0.000217,86520,20.82,0.0000,,,,,
3310,216989696,3.9368,,,0.000217,87569,20.84,0.0000,,,,,
3320,217645056,3.9602,,,0.000216,87068,20.83,0.0000,,,,,
3330,218300416,4.0171,,,0.000216,87124,20.83,0.0000,,,,,
3340,218955776,3.8069,,,0.000215,87254,20.84,0.0000,,,,,
3350,219611136,4.0752,,,0.000215,86963,20.83,0.0000,,,,,
3360,220266496,3.8903,,,0.000214,87384,20.84,0.0000,,,,,
3370,220921856,3.8831,,,0.000214,87511,20.85,0.0000,,,,,
3380,221577216,3.7357,,,0.000213,87138,20.85,0.0000,,,,,
3390,222232576,3.7206,,,0.000213,87402,20.85,0.0000,,,,,
3400,222887936,3.7472,,,0.000212,87074,20.85,0.0000,,,,,
3410,223543296,3.6728,,,0.000212,87324,20.85,0.0000,,,,,
3420,224198656,4.0742,,,0.000211,87032,20.85,0.0000,,,,,
3430,224854016,3.9179,,,0.000210,86940,20.84,0.0000,,,,,
3440,225509376,3.8794,,,0.000210,87373,20.85,0.0000,,,,,
3450,226164736,4.0046,,,0.000209,87168,20.85,0.0000,,,,,
3460,226820096,3.8358,,,0.000209,87275,20.85,0.0000,,,,,
3470,227475456,3.9376,,,0.000208,87132,20.85,0.0000,,,,,
3480,228130816,3.8207,,,0.000208,87221,20.85,0.0000,,,,,
3490,228786176,3.9329,,,0.000207,87302,20.85,0.0000,,,,,
3500,229376000,3.8209,4.0307,56.30,0.000207,,20.85,,,,,,
3500,229441536,3.9119,,,0.000207,7464,18.94,0.0000,,,,,
3510,230096896,3.9147,,,0.000206,87233,19.14,0.0000,,,,,
3520,230752256,3.8936,,,0.000206,87061,19.30,0.0000,,,,,
3530,231407616,3.7384,,,0.000205,86964,19.45,0.0000,,,,,
3540,232062976,3.7383,,,0.000205,87003,19.59,0.0000,,,,,
3550,232718336,3.8160,,,0.000204,86853,19.71,0.0000,,,,,
3560,233373696,3.8826,,,0.000203,87376,19.82,0.0000,,,,,
3570,234029056,3.8649,,,0.000203,86877,19.92,0.0000,,,,,
3580,234684416,3.8243,,,0.000202,86932,20.01,0.0000,,,,,
3590,235339776,4.0453,,,0.000202,87580,20.10,0.0000,,,,,
3600,235995136,3.7221,,,0.000201,87035,20.17,0.0000,,,,,
3610,236650496,3.9020,,,0.000201,87315,20.24,0.0000,,,,,
3620,237305856,3.8317,,,0.000200,87056,20.30,0.0000,,,,,
3630,237961216,3.8161,,,0.000200,86971,20.35,0.0000,,,,,
3640,238616576,3.6504,,,0.000199,87300,20.40,0.0000,,,,,
3650,239271936,3.9053,,,0.000199,86912,20.44,0.0000,,,,,
